conversation_id,text,intent,label_source,resolved_candidate,resolution_score
conv_166433,"@AmazonHelp Hi, am Pruthviraj a student from Kiel, Germany. They debited 69 euros for amazon prime account which is a huge amount for me. I really don't want to access prime account by paying 69 euros. Please help me with this",account_access,rule_multi,True,1
conv_685659,@AmazonHelp 406-1029694-9479557 order return successful to Amazon warehouse money not refund yet.,refund_return,rule_multi,True,3
conv_534238,"@AmazonHelp parcel arrived soaking wet, electrical items inside. chatted to an advisor who sent me a returns form for the completely wrong item!! not happy. driver was rude",delivery_issue,rule_conflict,True,5
conv_979381,"@AmazonHelp 
@AmazonHelp 
hlo amazon i want to tell you that some people are doing frualdlent payment on your website they are ord https://t.co/YHHFokpDwl",billing_payment,rule_single,True,1
conv_1181432,@AmazonHelp ive made 2 separate orders tonight but with the same card yet one order keeps asking me to revise my payment method?,billing_payment,rule_single,True,3
conv_1559860,"@AmazonHelp ... can you please advise on who else can return this? Thankyou, Elizabeth",refund_return,rule_single,True,2
conv_1293745,@AmazonHelp @73090  @182607 @115851 Strange replies frm @115850 n denial frm refunding the money for the returned product https://t.co/suavAC9cKf,refund_return,rule_multi,True,2
conv_227766,Woke up to my email being flooded with over 100 amazon password assistance emails from amazon.ca and amazon.it. @AmazonHelp whats going on??,account_access,rule_single,True,3
conv_1155092,"@AmazonHelp The new appstore released today, I have an Amazon device (Kindle Fire HD 8) and it's not updated. What should I do?",technical_device,rule_single,True,0
conv_2609939,"@AmazonHelp My @261534 fish fingers that I got from your ""Prime Now with @Morrisons"" has arrived damaged. Who do I speak to? Morrisons or Amazon? https://t.co/H0JkNDRjey",order_problem,rule_multi,True,0
conv_702897,@AmazonHelp if you buy an echo plus do you no longer need the Phillips home hub to control lights?,technical_device,rule_single,True,0
conv_2539680,"@115851 Is there any way to submit a complaint about Amazon Transport Services in India (AMRAVATI,MAHARASHTRAPincode: 444601). None of Your customer care member collaborate and unable to give a satisfactory reason. Totally Poor ATS service, Always ask for MPOS.. @AmazonHelp",escalation_needed,rule_single,True,1
conv_292285,@115821 #Prime have the worst delivery people; Def the bottom rung of the delivery man ladder. @AmazonHelp,delivery_issue,rule_multi,True,2
conv_1163359,@AmazonHelp Bought an item in July (with warranty) that’s broken!!! What do I do? Thank you.,technical_device,golden,True,0
conv_487749,@115821 &amp; @AmazonHelp Is really dropping the ball on my next day shipment. Its already 1day late and i am PISSED. 😠😠😠😠,delivery_issue,rule_single,True,6
conv_1640354,@AmazonHelp I was told to ask this site.so does the Sunday night football game stream on prime like Thursday night games do?thank you,prime_subscription,rule_single,True,0
conv_575428,"The brand new book I ordered from #Amazon ..even the sticker that says 'new' is torn and at the top of it, I paid extra for the next day delivery!!! @AmazonHelp still waiting for the replacement! https://t.co/0WU6EL6Nkl",delivery_issue,rule_multi,True,1
conv_2612224,It appears @115821 has a different understanding of what a pre-order is to me 😣 @AmazonHelp https://t.co/7mHuZXGBRg,order_problem,rule_single,True,1
conv_2631382,"My first truly horrible @115821 experience. Ordered printer- right box, wrong printer. Seller bait &amp; switch? @AmazonHelp was little help. Didn't even open it further. :( https://t.co/yhXLrgrf3K",order_problem,rule_single,True,6
conv_460019,@AmazonHelp My fire stick keep showing the message ‘Home is currently unavailable We are currently unable to connect to our servers.’ My WiFi is working fine. Are your servers down?,technical_device,rule_single,True,5
conv_1351779,@115850 @AmazonHelp how can I reach Amazon Echo India support?,technical_device,rule_single,True,0
conv_1341621,@AmazonHelp Irresponsible https://t.co/gKLvxViDGS!! Unauthorized interests on buyer for a great Indian sale purchase !! Amzn India unhelpful,billing_payment,rule_single,True,0
conv_2836940,"@AmazonHelp Hi! I ordered an ""eGift Card"" today, is there anyway to maybe switch it or someting, to a ""Print at Home"" gift card instead? :)",billing_payment,rule_single,True,3
conv_594578,Trying to figure out why I pay for Amazon Prime if they NEVER deliver my packages in 2 days. #canceling @AmazonHelp,delivery_issue,rule_multi,True,0
conv_2755650,"@AmazonHelp Hey, you had a discount code (ECHO3PACK) that saved you £50 (in the UK) if you bought 3 of the new Amazon Echo's, just went to buy them and the offer isn't valid anymore.  Will this deal be coming back?",technical_device,rule_single,True,1
conv_520656,@AmazonHelp I ordered via amazon from a 3rd party and it hasn’t arrived. Emailed twice-no response. Could you advise what I need to do next please?,escalation_needed,rule_single,True,1
conv_2017558,@AmazonHelp I bought an ebook 2 days ago and just found out that the price has just dropped. Can I return the one I got and get it again at the current lowered price?,refund_return,rule_single,True,5
conv_421746,@AmazonHelp @115850 @119356 worst delivery and service for prime customers too!,delivery_issue,rule_multi,True,5
conv_207595,"@AmazonHelp Hi, I have opened my new xbox game but I want to return it, can I return it even though it's been opened?",refund_return,rule_single,True,1
conv_264438,@AmazonHelp why is amazon logistics unable to deliver packages to my correct address?,delivery_issue,rule_single,True,1
conv_848229,@AmazonHelp No update since last 4 days..The estimated shipping date has asli been crossed,delivery_issue,rule_single,True,1
conv_611190,"Warum schreibt einem @AmazonHelp per Push, dass die Lieferung zur Abholung in Abholstation bereit ist, die App von @124285 sagt aber, es wäre stattdessen auf dem Weg in die Filiale? Und Info über Umleitung ist auch nicht erfolgt...",non_english,rule_single,True,1
conv_1684415,"@AmazonHelp hello there, who do I report spam/fraudulent emails to please? The email is clearly not from yourselves. Thank you",billing_payment,rule_single,True,2
conv_415696,"@AmazonHelp hello, is there a twitter account for ""amazon prime""? (not AP now)",prime_subscription,rule_single,True,0
conv_1179718,@AmazonHelp o rastreamento diz que o pedido está em João Pessoa e o endereço de entrega é de Campina Grande.,non_english,golden,True,0
conv_2382525,@AmazonHelp why can't I switch from my Amazon prime membership to prime student?,prime_subscription,rule_single,True,3
conv_2610653,"@AmazonHelp Hello! After a declined transaction, Amazon asked me to send a bank statement to be evaluated within 1day, it's already been three and I also need to return an item but I can't because I can't access settings and orders until it's checked!",refund_return,rule_multi,True,2
conv_557077,"@AmazonHelp I’ve just ordered something and the money hasn’t come out, usually when I order something it comes out straight away",billing_payment,rule_single,True,3
conv_831796,WHAT IS THE POINT in paying for prime when my parcels don’t turn up when they’re supposed to?! @AmazonHelp,prime_subscription,rule_single,True,2
conv_2669624,@AmazonHelp Hi. Just received a heater. It’s a bit damaged. https://t.co/M4ihARye7S,order_problem,golden,True,4
conv_530022,@115850 @AmazonHelp  hey check this order no 402-5877675-9719558 it’s showing order has been delivered but I haven’t received. Unable to connect you via customer Service portal plz look on this asap seems like a fraud case,escalation_needed,rule_multi,True,2
conv_1381780,"@115850 I don't understand what you guys are doing.
22 days are passed you are processing for that refund and still am waiting @115850 @AmazonHelp",refund_return,rule_single,True,0
conv_2289176,@AmazonHelp how do we contact amazon customer service? a product that i received which was 'fulfilled by amazon' was the wrong product.,order_problem,rule_single,True,2
conv_637225,"@AmazonHelp Liebes AmazonTeam Was machen wir damit? Ich verlasse morgen Deutschland und kanns leider nicht zurückschicken oder warten, bis ihr mir eine neue schickt. 🙁 https://t.co/LIgwyMnYwr",non_english,rule_single,True,0
conv_1843549,"@AmazonHelp https://t.co/eBQQEWT9l9
以前、Prime Studentの無料会員として登録していたのですが、このキャンペーンを見て、再度興味を持ち、再登録を検討しています。再度6か月の無料体験は可能なでしょうか？もしくは「Prime Studentに登録する」ボタンを押下すると、支払に移行するのでしょうか？",prime_subscription,rule_single,True,0
conv_1311436,@AmazonHelp You again started this STUPID verification? Why should verify myself every time I browse on my personal laptop? Cant ur dumb enginner use cookies to avoid it? @115850 https://t.co/gD3DI0gafq,account_access,rule_single,True,3
conv_1561144,@AmazonHelp can I apply parental controls when streaming Amazon music? I have a prime account. don't want the kids to hear explicit lyrics,technical_device,rule_conflict,True,0
conv_2677388,"@AmazonHelp otro pedido sin entregar y lo necesito hoy, siempre pasa con seur, si no me llega antes de la 16h lo devuelvo y quiero mi dinero",non_english,rule_single,True,0
conv_2807525,"@AmazonHelp my amazon account has been blocked and there is gift card and there are many orders which have not been delivered to me as i have ordered and there is one open order which has been cancelled and your team is not helping me , please unlock my ac for 7 days",account_access,rule_conflict,True,1
conv_44928,@AmazonHelp I was promised a full refund for an item but I have been not refunded postage,refund_return,rule_single,True,5
conv_1572206,@AmazonHelp quiero quitar la subscripción de Kindle,non_english,golden,True,1
conv_1886074,.@AmazonHelp will you ever get a delivery right? Yet again delivery instructions have being ignored. Already contacted the head of logistics,escalation_needed,rule_multi,True,0
conv_326727,"@AmazonHelp a customer rep told me that I'll get a refund of $4.49, and sent me a conf. email, but will it be on my GC balance or my card?",refund_return,rule_multi,True,1
conv_1228018,@AmazonHelp preordered a book on prime which is released the 26th but my order says arriving 31st. Isn’t it meant to come on it’s release?,prime_subscription,rule_single,True,1
conv_728084,Another crushed hat delivered by @115821. Sorry @AmazonHelp I'm not going through the process of returning another hat. No more hats from u,delivery_issue,rule_single,True,2
conv_1547893,Good to know that preordering #CODWWII with @AmazonHelp Prime one-day means it just totally won’t come. Should’ve gone to Tesco! #notprime,prime_subscription,rule_single,True,4
conv_1585020,@AmazonHelp hola! No existe la posibilidad de denunciar objetos que están a la venta? Gracias,non_english,rule_single,True,0
conv_2859864,"@AmazonHelp @115821 I have Inquiry about one of my orders order number is (#111-4231028-7354663) what happened why then are not sending it and I want to know are they charged me or no 
Best wishes 
Nasser",billing_payment,rule_single,True,4
conv_1273449,@amazonhelp Your email support for amazon Flex is horrible. I need help to get the money I worked for!!!! PLEASE HELP ME !,billing_payment,rule_single,True,0
conv_2771721,This is d 3rd time I am placing the order for Oneplus 5t since 4.30PM IST n every 1/2 hr getting a msg from @115850 to revise the payment. It's so frustrating :(  @132995 @AmazonHelp ur comment pls 🙏,non_english,rule_multi,True,2
conv_1066736,"@115850 @127187 @AmazonHelp cust service told dat it can't b replcd nymore, only refund can be initiated. I'm in need, bt now I 2/3",refund_return,rule_single,True,2
conv_526117,"@AmazonHelp @115830 I asked echo “what’s in my advent calendar” but the reply was “I don’t see a calendar set up”. It worked yesterday, why not today?",technical_device,rule_single,True,0
conv_2319289,Why are all of the kindle oasis 9th edition 2017 covers no longer available @115830 @AmazonHelp,technical_device,rule_single,True,0
conv_2783234,@AmazonHelp who do I contact if someone keeps on stealing/ purchasing things on my card.?,billing_payment,rule_single,True,1
conv_1113160,@AmazonHelp Support personnel advised ordering new and applying my original return to the new order rather than issue price adjustment. Help,refund_return,rule_single,True,2
conv_375260,"@AmazonHelp Can I use Amazon GC balance on an order from Amazon Prime Now, given they use the same billing system (I think)?",prime_subscription,rule_conflict,True,1
conv_555301,"@AmazonHelp Well the first photo is what I ordered and the second one is what my friend received 👀

On-top of that another parcel which was expected to arrive today is now expected to arrive between today and Wednesday. https://t.co/uM4SlfxfDF",delivery_issue,rule_single,True,3
conv_361023,Hey @AmazonHelp @115850 I have amazon prime and am ordering stuff of 607 rs why am I being charged 90 as delivery fee?,prime_subscription,rule_conflict,True,1
conv_426328,@115850 @AmazonHelp @115821 pathetic customer service. My refund is pending about a month. #Improve or #Perish #LostMyPatience,refund_return,rule_single,True,2
conv_236213,Hey @AmazonHelp. How do I get an item resent if it never arrived without you recharging me to return said item that never got here?,refund_return,rule_single,True,3
conv_317437,@AmazonHelp how much time it take to reflect payment in Amazon pay after loading money. @115821,billing_payment,rule_single,True,1
conv_2285398,"@AmazonHelp hello there. I'm wondering if as  Prime member, there is a cost to ship to Canada from the US?",prime_subscription,rule_single,True,0
conv_282448,@AmazonHelp how do I get rid of this error on my fire stick even after following the change home location instructions? https://t.co/MCm4mShpiz,technical_device,rule_single,True,0
conv_354673,Wtf @AmazonHelp i literally saw the truck infront of my apartment and was waiting for the guy to deliver my stuff but he just left wtf,delivery_issue,rule_single,True,2
conv_1208754,@115850 Jokers I want to know why refund initiated @35358 @AmazonHelp @14045,refund_return,rule_single,True,5
conv_191600,@AmazonHelp issue with app on iphone?,non_english,rule_single,True,1
conv_238608,@AmazonHelp Very frustrated with Amazon CS. Submitted more than 4 requests and yet no resolution. $600 in lost goods due to lost refund..,delivery_issue,rule_multi,True,3
conv_138244,@AmazonHelp if I buy something in black Friday am I still able to return the product?,refund_return,rule_single,True,1
conv_1577250,5/8 cans dented. In this case 2/3 is bad. Thanks @115821 @AmazonHelp https://t.co/fVEyrOh9zN,billing_payment,golden,True,0
conv_2360539,@AmazonHelp this is why I pay for prime? To get something in 8 days? https://t.co/0JFjUnMO3l,prime_subscription,rule_single,True,1
conv_375565,"@AmazonHelp Hi, i haven't received my gift card refund for wrong item I received.",refund_return,rule_conflict,True,2
conv_2985291,@AmazonHelp I can’t deal with having to pay for a return fee for items I purchased! I’m losing more than half of what I paid! Please put a disclaimer if returns aren’t free!,refund_return,rule_multi,True,1
conv_164813,My Kindle Paperwhite was supposed to be arriving from @115830 by 8pm today. It’s 8.02pm now and guss what? No Kindle! Any ideas why @AmazonHelp?,technical_device,rule_single,True,1
conv_2710324,@AmazonHelp my echo 2nd generation keeps saying something went wrong. It’s online. I’ve done a hard reset. It still won’t work. 😢,technical_device,rule_conflict,True,0
conv_2422754,"@AmazonHelp I had requested for replacement of my kindle device under warranty. However, even after a week after raising the original request, no service personnel has contacted me. User mail:__email__ ORDER # 408-5987349-1861106",refund_return,rule_multi,True,1
conv_1206936,"@AmazonHelp looking for the ISBN number of kindle edition of Cory Doctorow's Walkaway. Can't find it on ur web site. Have book, not in it?",technical_device,rule_single,True,0
conv_2981611,I've got £15 on my amazon account when I try and buy a psn card its asking me for my card details anyone know why ? @AmazonHelp,billing_payment,rule_single,True,2
conv_2471019,"@AmazonHelp Bonjour, c’est la deuxième en 1 semaine que je passe une commande via l’application, on m’annonce d’abord que la livraison aura du retard puis on m’annonce que la commande a été perdu ? Que pasa ?",non_english,rule_single,True,0
conv_2456027,@115850 @AmazonHelp the new refund policy is horrible. 9 days and still no refund. Customer care says 2 more days each time we speak.,refund_return,rule_single,True,3
conv_1700053,@AmazonHelp I have just recieved an email with the confirmation for my pre order of payback delux edition but I don't know where the code is,order_problem,rule_multi,True,4
conv_2447429,I need help with my prime membership please ASAP can someone assist? @AmazonHelp @115821 @117795,prime_subscription,rule_single,True,4
conv_686728,@AmazonHelp I have just purchased a few things and you’d took a pound out my bank and the items that I have purchased have saved what’s happening?,billing_payment,rule_single,True,2
conv_1115258,"worst after sales service from @115850 @AmazonHelp 
Not getting support from cc team,waiting for refund since 11 days. feeling cheated... https://t.co/QUrKB8ayzp",escalation_needed,rule_multi,True,2
conv_1398043,@AmazonHelp Ive been a Amazon Store Card holder for over a week now and I’ve never got my card in the mail. Trying to pay off my balance,billing_payment,rule_single,True,0
conv_1983630,@amazonhelp hi i need help immediately someone has changed my password and spent £225 on my account,account_access,rule_single,True,0
conv_840462,"@AmazonHelp hi I've been locked out of my account, can you help? I've called a couple of times but no help.",account_access,rule_single,True,7
conv_397414,@AmazonHelp Since 3rd October I have lodge a complaint that I have not received the order which is showing as delivered.still not resolved.,escalation_needed,rule_multi,True,6
conv_1338580,@AmazonHelp hi i need help with my fire stick still not working (even though you sent me a new one) and i can't do it by phone or chat,technical_device,rule_single,True,0
conv_1009224,@AmazonHelp does the echo show work with smart light bulbs and nest thermostat?,technical_device,rule_single,True,2
conv_1042200,"@AmazonHelp @115850  @115821 Placed my first order via App for Rs.934 got charged 13,999  instead. Had the worst experience (1/7) #amazon",non_english,rule_multi,True,6
conv_2199078,"@AmazonHelp yo, how come no audio when streaming the Thursday Night NFL game?",technical_device,rule_single,True,0
conv_687868,@AmazonHelp I’ve been calling customer support India related to a product return. No response after 5 calls &amp; escalation. &amp; 5 weeks. Please help.,escalation_needed,rule_multi,True,2
conv_1680115,"@AmazonHelp apparently after buying something my account has been locked for ""security reasons"" and there is no way to contact support?",account_access,rule_single,True,2
conv_650103,@115850 @AmazonHelp What is use of prime membership  when no support from yu regarding shipment updating and cancelling order...,prime_subscription,rule_single,True,1
conv_91313,So @AmazonHelp today is currently the 30th and I have yet to receive my package..... https://t.co/VL6D70XVoY,delivery_issue,rule_single,True,3
conv_2550278,"Schafft ihr das heute noch meine Ware zu verschicken, Freunde, weil so langsam wird's öde @116316 @AmazonHelp",non_english,rule_single,True,0
conv_874496,@AmazonHelp @115850 Please check some fraud sites are using a similar name and trying to cheat customers https://t.co/4zTSWq9Q5q,escalation_needed,rule_single,True,2
conv_343724,Hey @AmazonHelp why hasn't my package arrived yet https://t.co/vCna6aLgfP,delivery_issue,rule_single,True,2
conv_745996,Starting to lose faith in Amazon Prime.3 orders on the spin have taken 2 days.What am I forking out £8pcm for exactly?#poorshow @AmazonHelp,prime_subscription,rule_single,True,1
conv_2603132,@AmazonHelp my replacement process is still not happen. I am not get any update about it from you. It's 22nd day from I requested to replacement. I continuesly contacts you via phone and emails. But there is no use by yours customer services. Take a look at it.,refund_return,rule_single,True,6
conv_1438636,"@AmazonHelp @115850 @119625 

What's this error? I do have a prime subscription. https://t.co/nMq0QO7EHg",prime_subscription,rule_single,True,2
conv_1699066,.@AmazonHelp worse buying experience from @115850. Returned @174957 #Nokia6 AWB# 710399872729. New phone not yet dispatched.,refund_return,rule_single,True,3
conv_503574,@AmazonHelp on 30th October I found my letter box on the floor like this. After four emails and a frustrating phone call I have still had no contact from Amazon Logistics as to how they will reimburse me for the damage. Please sort it out! https://t.co/6KqeajlV4P,refund_return,rule_single,True,1
conv_1498502,"@AmazonHelp Bjr il faudrait MàJ ce lien https://t.co/UEkwFP5dT3 (Amazon Prime au lieu de Premium, le tarif qui est passé à 3,99...)",non_english,rule_multi,True,0
conv_1307849,"Ordrd headphone &amp; got nothing , such a fraud, really such worst service, esc via email 2times no response yet @115821 @115850 @AmazonHelp https://t.co/NEiKeqQJgC",escalation_needed,rule_single,True,4
conv_1387115,@115850 Does Prime member needs to have invite for the 5T sale? @AmazonHelp,prime_subscription,rule_single,True,1
conv_206011,"@AmazonHelp Hey, why is money being deducted from my bank towards Amazon yet you closed my amazon account? Thought you said you’re secure",billing_payment,rule_single,True,4
conv_1738937,"@AmazonHelp Bonjour Amazon, un colis signalé comme ""livré"" à 12h50 n'est finalement jamais arrivé du tout. Que faire ?",non_english,rule_single,True,0
conv_729039,@AmazonHelp how do I delete the 36 language dictionaries that are clogging up my kindle paperwhite?,technical_device,rule_single,True,2
conv_477710,@AmazonHelp Your customer service team are the worst I have ever dealt with. You keep answering with the same information that does not apply to my issue. Appalling.,escalation_needed,golden,True,1
conv_1223707,Is there any way I can ask Alexa to run internet speed test for me and read out the result? #AskAlexa #AmazonEcho @115833 @AmazonHelp @5503,technical_device,rule_single,True,0
conv_1370771,@AmazonHelp just paid for 12000 Fifa points I got the confirmation email but still haven't received my email with the psn code??,account_access,rule_single,True,1
conv_419446,"Oreder id 404-4567077-6837948
I didn’t get my refund please send it @115850 @AmazonHelp",refund_return,rule_single,True,2
conv_304556,@AmazonHelp Hi. I've just come to list a duplicate DVD I have for sale— Do I now have to complete 'Selling Application for ASIN' each time?,technical_device,golden,True,0
conv_883080,"@115850 @AmazonHelp were those eligible to win the iPhone 8 in the Amazon pay mobile recharge contest, already contacted?",billing_payment,rule_single,True,0
conv_378463,@AmazonHelp Buying echo dot will get me prime membership from date of purchase or from the date when my previous membership ends? @115850,technical_device,rule_conflict,True,0
conv_2819938,@AmazonHelp are you guys really going to make me return 3 books on your dime in order to price match your price 2 days after my order? Seems like the most un-@115821 thing to do.,refund_return,rule_single,True,0
conv_2939197,@AmazonHelp I am absolutely disgusted in the service I have received today and yesterday and additionally how unhelpful your customer service team was. Not to mention the false information I have received. Awful,escalation_needed,rule_single,True,1
conv_838310,@AmazonHelp why can’t Alexa string commands or stack them in a macro under a single phrase trigger? Should be a pretty standard feature.,technical_device,rule_single,True,2
conv_1147806,.@115821 @AmazonHelp Please provide word counts for your kindle editions of books!,technical_device,rule_single,True,1
conv_2952293,"Sometimes it happens (or rarely), now twice to me! Thanks Amazon Prime Experience and @AmazonHelp https://t.co/cHJ0XB3ZWJ",prime_subscription,rule_single,True,0
conv_839040,@AmazonHelp sir I have ordered redmi 4 from my Amazon a/c 9646979861 and later cancelled it . 7 days passed but money not refunded. Help ..,billing_payment,rule_single,True,2
conv_1664834,@AmazonHelp I asked to cancel Order 403-4701548-3785169 on 3/11/2017 @ 2:56PM ...But has not been cancelled yet..Look into the matter,order_problem,rule_single,True,2
conv_2292943,#fraud @AmazonHelp #mail I suggest you to upload theAadhaar card as requested by our specialist team so that they can investigate further and resolve the issue.I'm afraid to say that if you do not upload the Aadhaar card we will not be able to provide any further insight on this,escalation_needed,rule_multi,True,0
conv_929229,@AmazonHelp bonsoir mon colis doit arriver aujourd'hui avant 20h mais je vois que mon colis n'a  pas été expédié ma commande arrivera quand?,non_english,rule_single,True,0
conv_2853697,"@AmazonHelp I am having problems accessing my account. I called customer service, who said they are having 'problems with their system' and they needed to call me back in an hour. That was almost two hours ago. Can you help?",account_access,rule_single,True,2
conv_164957,"@AmazonHelp como teniendo cuenta premium, hago un pedido ayer jueves y hoy me notifican que me llega el jueves de la semana que viene, es decir, 7 días después...es esto posible o hay algún error?",non_english,rule_single,True,0
conv_83443,@AmazonHelp can the “customers who bought items in your basket” be turned off when I’m items saved for later on the app. It gets in the way.,non_english,rule_single,True,1
conv_483139,"@AmazonHelp hi guys, I have new Kindle 8 and I wonder how I can buy items from https://t.co/LJWRGJpP5k (in USD) and not from https://t.co/ODbDGgARgn (in GBP). Thanks",technical_device,rule_single,True,2
conv_453396,@AmazonHelp have an order that is 5 days late from the promised delivery date wtf am i ever gonna get this package,delivery_issue,rule_single,True,1
conv_162050,"@AmazonHelp Hola. ¿Por qué un pedido que he realizado esta mañana, eligiendo el envío en 1 día, pone que me llegará el martes?",non_english,rule_single,True,0
conv_493363,"@AmazonHelp I'm trying to use the Echo 3 pack for, but I am unable to use the promo code https://t.co/SVPZcVCv4F",technical_device,rule_single,True,2
conv_424051,@AmazonHelp I have filed a fraud/dispute case and my card is blocked now. I am expecting an answer for this from @115821 3/3,escalation_needed,rule_multi,True,1
conv_1699744,"@AmazonHelp hello,  these oders status means my payment has been accepted? https://t.co/y6Sn7osOgq",billing_payment,rule_single,True,1
conv_819518,"@AmazonHelp what a poor service.
I cancelled an order 5 days ago and payment not yet received.
Contact details sent via dm
#helpamazonhelp",billing_payment,rule_single,True,1
conv_2452894,@AmazonHelp ist es möglich 2 Bestellungen die gleichzeitig versendet werden zusammenzufügen? Würde dadurch 1x Versandkosten sparen.,non_english,rule_single,True,0
conv_390394,"@AmazonHelp Howdy. I've not yet received an item from a marketplace seller. I've contacted them, no response. What is the next step?",escalation_needed,rule_single,True,0
conv_1541016,@AmazonHelp I ordered a marketplace item which was due over a week ago. Send msg to seller &gt;2 days ago and no response!,escalation_needed,rule_single,True,1
conv_2879494,@AmazonHelp :Even amazon twitter escalation team is unable to help me. My account is blocked for two weeks and still no help. Feeling depressed as it was my only source of income. Not satisfied at all with Amazon. Help me please... 😥,escalation_needed,rule_multi,True,4
conv_2310496,Hey @AmazonHelp I ordered a book from @115821 last month and it got sent to the wrong state and been there for two weeks. @90718 worked hard on this book and you are ruining my ability to experience what he has crafted. https://t.co/Z6vy4vKuRO,order_problem,rule_single,True,0
conv_1633190,@AmazonHelp so I’ve had Echo issues for two months now. Getting worse. I’m sick of the run around customer support is giving me. I need help,technical_device,rule_single,True,4
conv_483063,"Hello @132994 @ @139570, ordered #OnePlus3 from @115850 and recieved this piece of crap. Now what? Can I please get my OnePlus3 or should I go the legal way? @AmazonHelp https://t.co/FyFRJqADmL",escalation_needed,rule_single,True,1
conv_132372,@AmazonHelp I ordered item Order # 026-9925496-9968316 on the 17th Nov via Prime. It has still not arrived. Any ideas where it is??? Not happy!,delivery_issue,rule_multi,True,5
conv_1484731,@AmazonHelp escalate Order #406-1349414-1642761 on urgent basis. #PRIMECUSTOMER @115851,escalation_needed,rule_single,True,1
conv_412992,"@AmazonHelp I have called, emailed and faxed info and still I have no idea why my account was closed a month ago. No response. I am appalled at the terrible service. Fed up. PLEASE REFUND MY MEMBERSHIP FEE!!!",escalation_needed,rule_multi,True,2
conv_1727944,Load Amazon Pay balance at doorstep on 3rd NOV but amount is not credit till now @115850 @AmazonHelp,billing_payment,rule_single,True,1
conv_2870716,Got Prime to see if its worth it....still deciding. Cutting it close @115821 @AmazonHelp https://t.co/uyQO3WBLAz,prime_subscription,rule_single,True,3
conv_1693689,"@119356 @115821 @AmazonHelp. They charged me extra amount see photos, now I want refund and compensation for the same from Amazon. Respond https://t.co/U4dDAOLBJP",refund_return,rule_multi,True,0
conv_1125063,@AmazonHelp can you help me fix my two factor authentication issue? Got a new phone but the website has been less than helpful in setting up 2FA on the new device.,technical_device,rule_single,True,3
conv_323756,@AmazonHelp Did you add a captcha to your login screen in the last 24 hours? Didn’t see one yesterday but there was one this morning.,account_access,rule_single,True,6
conv_515275,"@AmazonHelp I’ve gone I don’t know how many years without any problems and this week I had groceries that weren’t delivered to my door, a pkg that was marked as delivered that I never received, and  a pkg that was delivered leaking its contents inside the pkg. What’s going on? https://t.co/AomjbKvF02",delivery_issue,rule_single,True,2
conv_1713808,@AmazonHelp you locked my little sisters account after wemade a legitimate transaction and say it's fraud but nobody has answers for her?,escalation_needed,rule_multi,True,1
conv_250588,".@115821 is great when it works, but when an order hasn't even shipped after 5 days and there's no explaination or anyone to talk to, you see the cracks. @AmazonHelp",delivery_issue,rule_single,True,4
conv_1005057,"@115821 @AmazonHelp Someone has used my card in US for $10.99. I am not aware of this, @115850 is saying that it belong to us",billing_payment,rule_single,True,1
conv_2858134,"@AmazonHelp hello, my account is locked for security purposes and I've been sent an email but keep receiving the same automated response! Can't access help as I can't log in...",account_access,rule_single,True,2
conv_1227030,@AmazonHelp As a prime member ordered 2 items (both prime) 10/10. Haven’t received them yet. What’s your ETA?,prime_subscription,rule_single,True,3
conv_1558745,"@AmazonHelp my complaint hasn't got resolved till now. If i dont get a call, i will fule a complaint with consumer forum.",escalation_needed,rule_single,True,1
conv_1380479,@AmazonHelp Yalls app and Website are acting goofy tonight?? https://t.co/UMzAW3oACW,non_english,rule_single,True,2
conv_95445,"@AmazonHelp why doesn't Alexa play songs on repeat when asked anymore? has the command changed? been trying both ""repeat"" and ""loop"" for a week now and nothing is working. thx",non_english,rule_multi,True,0
conv_986882,@AmazonHelp you really don't want to give me my money back do You? Trading standards might have to take a look into your company. Theifs!!,refund_return,rule_multi,True,2
conv_1730157,@AmazonHelp I have an amazon order on my bank but I don’t have anything on my amazon account matching that amount,billing_payment,rule_single,True,2
conv_2794292,@AmazonHelp je vous attend en DM ^^',non_english,rule_single,True,1
conv_103088,"ORDER NOT DELIVERED WORST EXPERIENCE WITH AMAZON!!!@
booked remi y1 on 22nov from wednesday sale,order  not delivered nd got cancelled aftr 10 days of shippment. mr amazon i want my phone. worst service, i ever recieved. once in weekend sale.
@115821  @AmazonHelp  @138673 https://t.co/8fKcpFvzcx",delivery_issue,rule_single,True,2
conv_2414509,"anyone know how to use Hilton Honor points to buy books on @AmazonHelp ? I put my points as a ""default"" but they don't show up in Payment Options so it doesn't work.",billing_payment,rule_single,True,0
conv_2717988,@AmazonHelp can a consumer send money to their bank acount from amazon pay balance?,billing_payment,rule_single,True,1
conv_436310,@AmazonHelp Real nice when your business team is so dumb they pull up my personal account. put me one hold and then hang up on me. #not,escalation_needed,rule_single,True,1
conv_544411,Por primera vez @AmazonHelp me ha decepcionado en el empaque y detalles que tienen,non_english,rule_single,True,0
conv_2675977,@AmazonHelp I just want to know why this happened I have a prime account and I order from amazon all the time plus i preordered? https://t.co/1JMXvP76Ne,prime_subscription,rule_single,True,0
conv_890546,@AmazonHelp @115850 Money has been deducted for ORDER # 406-7140461-3037926 and order stands cancelled. https://t.co/176gfuz7AY,billing_payment,rule_single,True,2
